scenario_idx,pooled_k25,safety_barrier_k25,safety_barrier_mass_k25,propagation_node_k25,propagation_node_mass_k25,other_k25,other_mass_k25,pooled_k50,safety_barrier_k50,safety_barrier_mass_k50,propagation_node_k50,propagation_node_mass_k50,other_k50,other_mass_k50,pooled_k100,safety_barrier_k100,safety_barrier_mass_k100,propagation_node_k100,propagation_node_mass_k100,other_k100,other_mass_k100
16,0.03344580446518139,0.03228939878360517,0.73072565,0.001156405681576218,0.11564057,1.3733830669057073e-18,0.15363379,0.07051975583308466,0.056352364982113656,0.70568883,0.0007937573183069479,0.07937574,0.013373633532664042,0.21493547,0.1231272363738615,0.10850150401936556,0.731823,0.0010810521860645944,0.10810521,0.01354468016843136,0.1600718
17,0.05160263530917175,0.023539723626006266,0.8445972,0.0011698330270382442,0.1169833,0.02689307865612724,0.038419433,0.07313322518179614,0.04540700761586309,0.84275454,0.0006093154880322864,0.06093155,0.027116902077900767,0.09631384,0.07491798527553344,0.05978202336815843,0.82275784,0.0008850876130997175,0.08850876,0.014250874294275287,0.08873338
18,0.01741091353081443,0.016250981184925562,0.8840068,0.0011599323458888718,0.11599324,0.0,0.0,0.033179119347291404,0.03257327084585658,0.9015979,0.0006058485014348245,0.06058485,3.380603558352575e-19,0.03781719,0.10161117261948456,0.0943494710248934,0.8727165,0.0006937267914276689,0.06937268,0.006567974803163486,0.057910826
19,0.010000000304169903,0.008811605304512193,0.88116056,0.0011883949996577075,0.1188395,0.0,0.0,0.10553687676040173,0.07810048796781036,0.861889,0.0006223907290633865,0.062239077,0.026813998063527987,0.07587178,0.14503423118663236,0.12150159685357534,0.84241885,0.0008947541720002893,0.08947542,0.022637880161056726,0.06810574
20,0.032292828111429465,0.03115853065198505,0.8865702,0.0011342974594444135,0.113429755,0.0,0.0,0.046608622179014146,0.04582430906252874,0.88433844,0.0007843131164854093,0.07843131,3.328132490175519e-19,0.037230223,0.07991646567759186,0.07212339656622806,0.80852073,0.0011578174882814916,0.115781754,0.006635251623082319,0.075697534
21,0.04245098640201741,0.04169354257688962,0.92425555,0.0007574438251277837,0.07574438,0.0,0.0,0.14948835662759066,0.10480386559829388,0.8456851,0.0005875684552061793,0.058756847,0.04409692257409058,0.095557965,0.17887806632243983,0.10304326554673898,0.81461954,0.0004967430365922258,0.049674306,0.07533805773910868,0.13570608
22,0.01731431437494749,0.016550875002422687,0.92365605,0.0007634393725248027,0.07634394,0.0,0.0,0.05572561848260765,0.04190260851310385,0.92177695,0.0005932292915782677,0.05932293,0.013229780677925525,0.018900055,0.11230338574829707,0.08269328477612493,0.85566443,0.0008721670082410569,0.087216705,0.028737933963931084,0.057118855
23,0.47031967862422475,0.413591757194306,0.8029333,0.0011770677815769307,0.117706776,0.055550853648341725,0.07935991,0.38877567695645093,0.31412114199204805,0.7815465,0.000995176296944486,0.09951762,0.07365935866745832,0.11893578,0.3299772801176899,0.255714859903608,0.76126933,0.0010966099834608233,0.109661,0.07316581023062102,0.12906961
24,0.06848379940497107,0.040798019032466395,0.84626603,0.0011583694031373124,0.11583694,0.026527410969367372,0.03789704,0.059703227287529956,0.045221201432420255,0.8629363,0.0006059260537464452,0.060592607,0.013876099801363255,0.07647102,0.09924864596578291,0.08467834340714735,0.85201055,0.0006018389684284793,0.060183898,0.013968463590207062,0.08780553
25,0.06201591706936835,0.03414901173928151,0.8470789,0.0011474974655239915,0.114749745,0.026719407864562846,0.03817133,0.11861083787893316,0.10401545796118959,0.91990703,0.0006010054315535403,0.06010054,0.013994374486190016,0.019992353,0.14078702376808164,0.1088790852528005,0.8356532,0.0008820004629261437,0.08820005,0.031025938052354974,0.076146774
26,0.04268189235068126,0.014551837373175102,0.7257585,0.0011891822265883434,0.118918225,0.02694087275091782,0.15532328,0.07371631593121433,0.059164081222842814,0.7807907,0.0006151875240263604,0.061518755,0.013937047184345156,0.15769061,0.06833865869969631,0.05378902429927807,0.81876236,0.00041563508007392305,0.04156351,0.014133999320344324,0.13967422
27,0.024370103796955176,0.02398992174852279,0.9237436,0.0003801820484323862,0.038018204,3.4182325968032175e-19,0.038238127,0.07285490798024373,0.058322667361538225,0.7715806,0.0015123259028706486,0.1512326,0.013019914715834826,0.07718674,0.07580246784291728,0.06771871258670248,0.74686605,0.0011798567307957407,0.11798567,0.00690389852541906,0.13514823
28,0.03505970443677478,0.03387999257511569,0.88202876,0.0011797118616590878,0.11797118,0.0,0.0,0.14311632274314975,0.1290451370006509,0.9190769,0.0006170245823582949,0.061702456,0.013454161160140535,0.019220605,0.13217588585306841,0.1174588090495791,0.83472306,0.0010745162721468432,0.107451625,0.01364256053134249,0.057825234
29,0.024775599198420595,0.023607922202448454,0.88323224,0.0011676769959721358,0.1167677,0.0,0.0,0.09559407187174059,0.08140095306749186,0.9007495,0.0006059356802628556,0.060593568,0.013587183123985868,0.038656965,0.11074520726211241,0.09659855304450383,0.8715423,0.0005060439606787664,0.0506044,0.013640610256929843,0.07785325
30,0.017411238963329047,0.016262696656038366,0.8851458,0.0011485423072906823,0.11485423,0.0,0.0,0.08065685839853824,0.05353858942033913,0.86486447,0.0006019240632837339,0.060192406,0.026516344914915366,0.07494313,0.11660560776692959,0.07009748819092763,0.82577693,0.0007860579650895107,0.07860579,0.0457220616109124,0.0956172
31,0.017427357286243374,0.016270592120236523,0.88432354,0.00115676516600685,0.11567652,0.0,0.0,0.05584562242177816,0.041902801467151425,0.9019709,0.0006012510586364885,0.06012511,0.013341569895990233,0.03790394,0.09732062380888996,0.07618491072511693,0.8539028,0.0006901660248625984,0.069016606,0.020445547058910454,0.07708068
32,0.25906212512394544,0.2582759926090262,0.88187283,0.000786132514919294,0.078613244,3.5322808208724294e-19,0.03951393,0.28231506490808955,0.23716012169739079,0.8619193,0.0004053282711340953,0.040532824,0.04474961493956471,0.09754792,0.23328910800105432,0.17395778422841537,0.8032307,0.0005934483841389452,0.05934484,0.058737875388500005,0.13742448
33,0.44103041427474654,0.3842219078234307,0.8014428,0.0007953199801671328,0.079532,0.05601318647114873,0.119025216,0.42918195080149646,0.3996173969863031,0.878223,0.0006023372222843638,0.060233723,0.028962216592908943,0.06154326,0.36072266870937847,0.3365891278492411,0.91779584,0.00040780110975866603,0.040780112,0.023725739750378616,0.041424025
34,0.30480703869252573,0.24084690739215603,0.8433561,0.0007802969567826015,0.07802969,0.06317983434358714,0.07861414,0.25771746386851524,0.14057754775207662,0.7837796,0.00040234195448463875,0.040234197,0.11673757416195397,0.17598619,0.31200248623944665,0.13376664750761835,0.73489183,0.0003072248204338343,0.030722482,0.1779286139113945,0.2343857
35,0.03225808975444498,0.03110756044816852,0.84583414,0.0011505293062764699,0.11505293,3.4964418109744904e-19,0.03911302,0.03383181671082856,0.03304415579345795,0.8434981,0.0007876609173706114,0.07876609,6.949068508395594e-19,0.07773589,0.06664771251185417,0.0588232278329767,0.8039846,0.0009741746150255751,0.09741746,0.0068503100638519,0.098597996
36,0.03500273752135257,0.034221030463122616,0.92182934,0.0007817070582299487,0.07817071,0.0,0.0,0.07985800382487696,0.06601937209043973,0.92047733,0.0006061879936902583,0.0606188,0.01323244374074697,0.018903859,0.10830971171819803,0.09394819236999559,0.8725015,0.0007963151011988853,0.07963151,0.013565204247003528,0.047867067
37,0.1674313082497976,0.1370028787027043,0.8778565,0.0007981369919383144,0.079813704,0.02963029255515497,0.042329814,0.2273582965216368,0.19773307837109644,0.85895044,0.0008018688870021155,0.08018689,0.028823349263538224,0.06086268,0.18673572295582955,0.16379988575971352,0.8219145,0.00098280001279131,0.098280005,0.02195303718332477,0.079805456
38,0.2567036803972209,0.22849236831555367,0.8424285,0.0008002850842172894,0.08002851,0.02741102699744993,0.077542916,0.26646939716757284,0.25187034856795776,0.8227093,0.00041413886756538334,0.04141389,0.014184909732049727,0.13587691,0.23781945482668643,0.2147636754830483,0.8405754,0.0004091647926534165,0.04091648,0.02264661455098471,0.118508115
39,0.017335663312970484,0.01695565094982251,0.9619988,0.0003800123631479708,0.038001236,0.0,0.0,0.02973540741262468,0.029143978048035795,0.9032419,0.0005914293645888823,0.05914294,3.3625452727283535e-19,0.03761518,0.08401441322220246,0.06324413928560228,0.8545533,0.0007808073411616828,0.07808073,0.019989466595438488,0.06736598
40,0.025108025754683284,0.02394610276445667,0.88380766,0.0011619229902266161,0.1161923,0.0,0.0,0.03388854695383564,0.03290626326453367,0.9017716,0.0009822836893019725,0.098228365,0.0,0.0,0.04879196423887464,0.041312549571705624,0.8813015,0.0008047146459025649,0.08047146,0.006674700021266457,0.038226932
41,0.010000000184680174,0.008837518226086355,0.88375175,0.0011624819585938184,0.11624819,0.0,0.0,0.06831106605753696,0.041645793471507306,0.88332886,0.0006057753696301235,0.060577534,0.026059497216399535,0.05609364,0.09013833983977057,0.07545232646998382,0.8440546,0.0009796625743795134,0.09796626,0.013706350795407258,0.057979263
42,0.36192396512428066,0.3611353353002454,0.921137,0.0007886298240352737,0.07886298,0.0,0.0,0.3324754739079146,0.2521246495180426,0.84258103,0.00040796298406285073,0.0407963,0.07994286140580918,0.1166227,0.3638563598277584,0.2437060260835781,0.7937314,0.0005986092154727131,0.059860922,0.11955172452870755,0.14640777
43,0.03202441233150179,0.030488865833168007,0.7290409,0.0015355464983337844,0.15355465,1.0495174746438329e-18,0.11740448,0.0333082707818992,0.03251475304285962,0.8027173,0.0007935177390395815,0.07935177,1.0542231623156315e-18,0.11793088,0.055278789725328153,0.04078220635987621,0.7442272,0.0010808509174066246,0.108085096,0.013415732448045316,0.14768772
44,0.09216649495277295,0.061348554111220796,0.8385062,0.001191697766543831,0.11916977,0.029626243075008316,0.04232403,0.1929026809745848,0.1497137395238144,0.83943796,0.0008084044242137964,0.080840446,0.04238053702655661,0.07972163,0.20256589627531277,0.14427998065797581,0.7822174,0.0012837207311734789,0.12837206,0.05700219488616349,0.08941047
45,0.061297286089152914,0.06012422507413025,0.88269395,0.0011730610150226678,0.1173061,0.0,0.0,0.1240705669798178,0.07894629325790259,0.80601233,0.0013700693772124323,0.13700694,0.04375420434470276,0.056980707,0.18946402611852872,0.10731827739824516,0.728475,0.0015723732106350788,0.15723732,0.08057337550964845,0.114287674
46,0.035404339592469344,0.03420579154915821,0.88014525,0.0011985480433111223,0.1198548,0.0,0.0,0.1592571417214862,0.14547635176884818,0.8998111,0.0006274160425696646,0.0627416,0.013153373910068338,0.037447263,0.148715101424431,0.13202506308258397,0.7881213,0.0013635417705136225,0.13635418,0.015326496571333451,0.07552449
47,0.03493630629289167,0.03377920541001845,0.88428986,0.0011571008828732208,0.11571009,0.0,0.0,0.05454357514507466,0.05374895717024075,0.88354594,0.0007946179748339032,0.0794618,3.306858859748706e-19,0.036992244,0.09717443811198181,0.08252979026246315,0.84344125,0.00117850106045695,0.117850095,0.013466146789061708,0.038708586
48,0.02531823572076334,0.024156092601361073,0.8837857,0.0011621431194022663,0.116214305,0.0,0.0,0.03344089450484878,0.03264393545189349,0.88122416,0.0007969590529552993,0.0796959,3.4934838352257494e-19,0.039079927,0.05435831997178952,0.05318399502600584,0.8144924,0.001174324945783676,0.1174325,6.085456609052409e-19,0.06807508
49,0.0695636648969141,0.04063032455983737,0.8055819,0.0011617584206694367,0.11617584,0.027771581916407273,0.078242265,0.06019497858741442,0.045219713294840744,0.80352986,0.0006013007953012589,0.06013008,0.014373964497272415,0.13634017,0.11867973493864341,0.09723814724426764,0.81102914,0.0006031364938739314,0.06031365,0.020838451200501814,0.12865718
50,0.017406313728385345,0.017406313728385345,1.0,0.0,0.0,0.0,0.0,0.04644593651067045,0.032787794810795745,0.8851378,0.0005780548410419639,0.057805482,0.013080086858832739,0.057056643,0.09129468818841256,0.07759560210928258,0.8919299,0.00030408485714557504,0.030408485,0.013395001221984375,0.07766156
51,0.017282193531091793,0.01690705686999155,0.9624863,0.0003751366611002406,0.037513666,0.0,0.0,0.05462185413936161,0.04103110416391797,0.8858527,0.0005868108346086878,0.058681082,0.01300393914083495,0.055466145,0.10027961948361425,0.05189788314949214,0.8089409,0.0008694692977513902,0.08694693,0.0475122670363707,0.104112156
52,0.009999999806689832,0.00884441123676444,0.88444114,0.0011555885699253915,0.115558855,0.0,0.0,0.08047259450510426,0.053525739059188567,0.883115,0.0007952482799903482,0.07952483,0.02615160716592536,0.03736017,0.09313715435746438,0.06929698528233567,0.7869971,0.0015541076498906217,0.15541077,0.02228606142523809,0.057592224
53,0.04243192607198859,0.04126433471952701,0.8832409,0.0011675913524615846,0.116759144,0.0,0.0,0.08097672727430859,0.05350214636329031,0.84576887,0.000978678061288717,0.0978678,0.02649590284972956,0.056363218,0.11863840333106301,0.08802007732756327,0.7958445,0.0013629740972696557,0.1362974,0.029255351906230097,0.06785814
54,0.11092475993120426,0.11011567665722177,0.9190917,0.0008090832739824813,0.08090833,0.0,0.0,0.20850802149435851,0.19408192123459939,0.9187654,0.0006150407050889563,0.061504073,0.013811059554670178,0.01973047,0.1719312405312622,0.16391618463138474,0.88119406,0.0007971848412682472,0.079718485,0.007217871058609244,0.03908744
55,0.049715462966205555,0.049715462966205555,1.0,0.0,0.0,0.0,0.0,0.056239371625963465,0.0422267168067774,0.92180103,0.0005902373988490374,0.059023738,0.013422417420337023,0.019175256,0.10272798049276553,0.06469448093348712,0.84542495,0.0006872499140591881,0.06872499,0.03734624964521924,0.08585007
56,0.017505462713357036,0.01631589201362126,0.8810429,0.0011895706997357776,0.11895707,0.0,0.0,0.06767917096074928,0.053448211965842186,0.82595193,0.0013709503434270927,0.13709503,0.012860008651480006,0.03695287,0.09831882715038973,0.0746831923417732,0.78546315,0.0015693099594339878,0.156931,0.022066324849182525,0.05760582
57,0.06317429794529433,0.035219915804334666,0.84319156,0.001185666212807336,0.118566625,0.02676871592815232,0.03824177,0.14730488422183274,0.11896934608673525,0.8803273,0.0008034026744226302,0.080340266,0.027532135460674848,0.03933239,0.18782576318643834,0.12245977663541284,0.7949253,0.001078682193873582,0.10786822,0.06428730435715196,0.09720651
58,0.03618412336382164,0.03500740482837597,0.88232815,0.00117671853544567,0.117671855,0.0,0.0,0.09377825578295484,0.07926272229467037,0.862957,0.0011799176217526363,0.11799176,0.013335615866531864,0.019051252,0.13224514173661941,0.09313330949926422,0.80422854,0.0013824915728022117,0.13824916,0.03772934066455298,0.057522334
59,0.017137559593047996,0.015977982680661407,0.8840423,0.00115957691238659,0.11595769,0.0,0.0,0.12145833315197484,0.10763570426996516,0.8628649,0.0006053807041299414,0.06053807,0.013217248177879715,0.076597095,0.13057891824952325,0.1166970301477349,0.8906411,0.00041177829597901534,0.04117783,0.013470109805809321,0.06818099
60,0.06898340655997802,0.0677813323911386,0.8797926,0.0012020741688394275,0.120207414,0.0,0.0,0.10848291446801518,0.09401636279827687,0.8417987,0.000815398704135028,0.08153987,0.013651152965603285,0.076661296,0.14249567365206303,0.12150276130357482,0.82232237,0.0008060574025657354,0.08060574,0.020186854945922466,0.09707187
61,0.09697115986524972,0.06775053607556242,0.8409807,0.001189744517120376,0.11897445,0.028030879272566905,0.040044893,0.1126274936963573,0.08419099689653757,0.86027795,0.0006186120177142751,0.0618612,0.027817884782105454,0.077861,0.1381781980674629,0.11585845700697178,0.8222781,0.0010869094412172173,0.10869096,0.02123283161927391,0.06903091
62,0.024800034911442302,0.023663601687942893,0.8863567,0.0011364332234994124,0.11364332,0.0,0.0,0.04291308648000377,0.029189384071988914,0.8845791,0.0005917914316637108,0.059179142,0.013131910976351142,0.056241825,0.06677815158297684,0.052587945175119485,0.8828226,0.0005911968062946889,0.05911968,0.013599009601562675,0.0580578
63,0.017342617951615697,0.016573162596359672,0.92305446,0.0007694553552560251,0.076945536,0.0,0.0,0.054992989362543473,0.04138931290759196,0.90323424,0.0005942318845916169,0.059423186,0.013009444570359897,0.03734264,0.09402253841549368,0.07118677422687876,0.86407834,0.0006882797721436964,0.06882797,0.022147484416471245,0.067093596
64,0.0316426478709845,0.030473099472428104,0.8436996,0.0011695483985563991,0.11695485,3.517224639051327e-19,0.039345507,0.08629455870773589,0.07225926604963864,0.8040618,0.0006077312786823198,0.06077313,0.013427561379414919,0.13516513,0.08609262483381049,0.07183838416673545,0.820872,0.0007007403136457945,0.07007404,0.013553500353429226,0.10905409
65,0.04209486366098779,0.04094509383101195,0.885023,0.001149769829975835,0.11497698,0.0,0.0,0.07147107811205637,0.05753131335050134,0.8834755,0.0007900922162914078,0.07900922,0.01314967254526362,0.037515312,0.11668715644475092,0.1019562115418858,0.81624997,0.0011647742150640644,0.116477415,0.013566170687801025,0.0672725
66,0.08334430690771245,0.054855816408234066,0.7230009,0.0012019143544124303,0.12019144,0.027286576145065956,0.15680775,0.10431232992385782,0.08925966865674893,0.7603954,0.001006691259581441,0.10066912,0.014045970007527425,0.13893528,0.13357636761261002,0.09617393116547922,0.6927263,0.0011973317806801146,0.11973318,0.03620510466645069,0.18754037
67,0.031620634560805314,0.030835256621692612,0.8434553,0.0007853779391127001,0.07853779,6.973295836351306e-19,0.078006916,0.04699083031463498,0.03255937088344486,0.8220771,0.0006009301263768442,0.06009301,0.013830529304813263,0.11782992,0.0680442325441475,0.05324414670194706,0.80218273,0.0008842756787788922,0.08842756,0.013915810163421567,0.109389685
68,0.06299374443792002,0.034712337083519264,0.88380337,0.000768922957232134,0.076892294,0.027512484397168625,0.039304316,0.14032595219108446,0.09891136411282161,0.88181466,0.0005987578119686491,0.059875783,0.040815830266294185,0.05830947,0.16901593929553924,0.12116808344725727,0.83428997,0.0007837758407112181,0.07837758,0.04706408000757076,0.08733256
69,0.024748309582572438,0.02359917714725434,0.8850868,0.001149132435318102,0.11491324,0.0,0.0,0.04588437875424585,0.032157516628522266,0.84353215,0.000599568970372249,0.059956897,0.013127293155351338,0.09651096,0.054914996240656114,0.04728845612103748,0.841892,0.0006966113075172724,0.069661126,0.006929928812101361,0.08844678
70,0.017364909975963,0.01620329850450221,0.8838388,0.0011616114714607902,0.11616115,0.0,0.0,0.08089391646334292,0.05386739136707029,0.86377,0.0006039612109380331,0.060396124,0.026422563885334597,0.075833835,0.0950233041589105,0.07195420267976768,0.8529253,0.0006923897452538093,0.069238976,0.022376711733888995,0.07783571
71,0.01728731248475064,0.016541767044641713,0.92544544,0.000745545440108927,0.07455455,0.0,0.0,0.04281390585145675,0.029126306745619945,0.90394175,0.0005852890963072006,0.058528908,0.013102310009529605,0.037529286,0.08724826538099291,0.06473795751988204,0.86515146,0.0006850791458754757,0.06850792,0.02182522871523541,0.06634055
72,0.04266811616339602,0.041465933578915766,0.84085214,0.0012021825844802563,0.120218255,3.480044558018092e-19,0.03892959,0.08722161031384278,0.07273012415049163,0.764466,0.0011936404921869819,0.11936405,0.013297845671164167,0.11616994,0.07447900561717702,0.059585679324557425,0.77194136,0.001288484910855197,0.1288485,0.013604841381764403,0.09921014
