trial_id,condition,speed,delay_ms,offset_m,seed,rescue_c1,rescue_c2,c3_fault,speed_mps,config_sha256,initial_gap_m,t_start_s,perception_ok,planner_ok,monitor_ok,controller_ok,no_fault_flags,all_pass,nan_or_unstable,label,ordered_events,margin_breach,t_mismatch_s,trigger_t_s,breach_start_t_s,positive_cmd_during_delay,pos_cmd_runs_json,min_margin_m,peak_contact_force_n,gate_violations,first_gate_violation_t_s,reconciliation_logged,c3_fault_start_t_s,t_final_s,baseline_trigger_t_s,stop_latency_s
T0754,C1,0.45,25,0.0,2004,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.8056081206603932,0.09163625115989077,True,True,True,True,True,True,False,PROPAGATED,True,True,0.032000000000000015,1.5520000000000012,1.7580000000000013,True,"[(0.10200000000000008, 1.5600000000000012)]",-0.0007618793396128309,0,0,,False,,1.7860000000000014,1.5220000000000011,0.030000000000000027
T0755,C1,0.45,25,0.0,2005,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.8087098800885579,0.09935483591218101,True,True,True,True,True,True,False,PROPAGATED,True,True,0.032000000000000015,1.5720000000000012,1.7240000000000013,True,"[(0.10200000000000008, 1.5800000000000012)]",-0.006660119911448242,0,0,,False,,1.8060000000000014,1.5420000000000011,0.030000000000000027
T0756,C1,0.45,25,0.0,2006,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.8148790546334592,0.10236286484297535,True,True,True,True,True,True,False,CONTAINED,False,False,0.032000000000000015,1.5920000000000012,,True,"[(0.1220000000000001, 1.6000000000000012)]",-0.0004909453665469521,0,0,,False,,1.8260000000000014,1.5620000000000012,0.030000000000000027
T0757,C1,0.45,25,0.0,2007,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.810394875271181,0.09929178544331645,True,True,True,True,True,True,False,PROPAGATED,True,True,0.032000000000000015,1.5720000000000012,1.7360000000000013,True,"[(0.10200000000000008, 1.5800000000000012)]",-0.004975124728825137,0,0,,False,,1.8060000000000014,1.5420000000000011,0.030000000000000027
T0758,C1,0.45,25,0.0,2008,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.8158063004135472,0.10743808115605875,True,True,True,True,True,True,False,PROPAGATED,True,True,0.032000000000000015,1.6120000000000012,1.7540000000000013,True,"[(0.1220000000000001, 1.6200000000000012)]",-0.008563699586459111,0,0,,False,,1.8460000000000014,1.5820000000000012,0.030000000000000027
T0759,C1,0.45,25,0.0,2009,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.7884783102283679,0.10405825161735721,True,True,True,True,True,True,False,PROPAGATED,True,True,0.032000000000000015,1.5520000000000012,1.6920000000000013,True,"[(0.1220000000000001, 1.5600000000000012)]",-0.00889168977163804,0,0,,False,,1.7860000000000014,1.5220000000000011,0.030000000000000027
T0760,C1,0.45,25,0.0,2010,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.7897396498151904,0.10337277553749558,True,True,True,True,True,True,False,CONTAINED,False,False,0.032000000000000015,1.5320000000000011,,True,"[(0.1220000000000001, 1.5400000000000011)]",0.001369649815184587,0,0,,False,,1.7660000000000013,1.5020000000000011,0.030000000000000027
T0761,C1,0.45,25,0.0,2011,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.8099000000367622,0.09007591927072212,True,True,True,True,True,True,False,PROPAGATED,True,True,0.032000000000000015,1.5720000000000012,1.7320000000000013,True,"[(0.10200000000000008, 1.5800000000000012)]",-0.00546999996324396,0,0,,False,,1.8060000000000014,1.5420000000000011,0.030000000000000027
T0762,C1,0.45,25,0.0,2012,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.789512751771736,0.08292894093741042,True,True,True,True,True,True,False,CONTAINED,False,False,0.032000000000000015,1.5120000000000011,,True,"[(0.10200000000000008, 1.5200000000000011)]",0.0011427517717301494,0,0,,False,,1.7460000000000013,1.482000000000001,0.030000000000000027
T0763,C1,0.45,25,0.0,2013,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.7908453791260267,0.09047304222016159,True,True,True,True,True,True,False,PROPAGATED,True,True,0.032000000000000015,1.5320000000000011,1.6860000000000013,True,"[(0.10200000000000008, 1.5400000000000011)]",-0.006524620873979231,0,0,,False,,1.7660000000000013,1.5020000000000011,0.030000000000000027
T0764,C1,0.45,25,0.0,2014,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.8167433611245867,0.10857002910916988,True,True,True,True,True,True,False,PROPAGATED,True,True,0.032000000000000015,1.6120000000000012,1.7580000000000013,True,"[(0.1220000000000001, 1.6200000000000012)]",-0.007626638875419617,0,0,,False,,1.8460000000000014,1.5820000000000012,0.030000000000000027
T0765,C1,0.45,25,0.0,2015,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.8001628881859826,0.08889580491419458,True,True,True,True,True,True,False,CONTAINED,False,False,0.032000000000000015,1.5320000000000011,,True,"[(0.10200000000000008, 1.5400000000000011)]",0.002792888185976644,0,0,,False,,1.7660000000000013,1.5020000000000011,0.030000000000000027
T0766,C1,0.45,25,0.0,2016,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.8186875540037776,0.09358703521697766,True,True,True,True,True,True,False,PROPAGATED,True,True,0.032000000000000015,1.5920000000000012,1.7500000000000013,True,"[(0.10200000000000008, 1.6000000000000012)]",-0.005682445996228719,0,0,,False,,1.8260000000000014,1.5620000000000012,0.030000000000000027
T0767,C1,0.45,25,0.0,2017,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.817677091792478,0.10139056452629175,True,True,True,True,True,True,False,CONTAINED,False,False,0.032000000000000015,1.5920000000000012,,True,"[(0.1220000000000001, 1.6000000000000012)]",0.002307091792471877,0,0,,False,,1.8260000000000014,1.5620000000000012,0.030000000000000027
T0768,C1,0.45,25,0.0,2018,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.7994961317005199,0.08716973069253682,True,True,True,True,True,True,False,PROPAGATED,True,True,0.032000000000000015,1.5520000000000012,1.7040000000000013,True,"[(0.10200000000000008, 1.5600000000000012)]",-0.0068738682994861355,0,0,,False,,1.7860000000000014,1.5220000000000011,0.030000000000000027
T0769,C1,0.45,25,0.0,2019,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.785787985588478,0.09768854383740702,True,True,True,True,True,True,False,PROPAGATED,True,True,0.032000000000000015,1.5120000000000011,1.6960000000000013,True,"[(0.10200000000000008, 1.5200000000000011)]",-0.002582014411527861,0,0,,False,,1.7460000000000013,1.482000000000001,0.030000000000000027
T0770,C1,0.45,25,0.0,2020,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.7987323017328916,0.10057368924581626,True,True,True,True,True,True,False,PROPAGATED,True,True,0.032000000000000015,1.5720000000000012,1.7180000000000013,True,"[(0.1220000000000001, 1.5800000000000012)]",-0.0076376982671144955,0,0,,False,,1.8060000000000014,1.5420000000000011,0.030000000000000027
T0771,C1,0.45,25,0.0,2021,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.8102779131173867,0.11765527465844795,True,True,True,True,True,True,False,PROPAGATED,True,True,0.032000000000000015,1.5920000000000012,1.7540000000000013,True,"[(0.1220000000000001, 1.6000000000000012)]",-0.005092086882619445,0,0,,False,,1.8260000000000014,1.5620000000000012,0.030000000000000027
T0772,C1,0.45,25,0.0,2022,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.789897042538104,0.08371960246701945,True,True,True,True,True,True,False,CONTAINED,False,False,0.032000000000000015,1.5120000000000011,,True,"[(0.10200000000000008, 1.5200000000000011)]",0.0015270425380981834,0,0,,False,,1.7460000000000013,1.482000000000001,0.030000000000000027
T0773,C1,0.45,25,0.0,2023,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.7835221781905114,0.08881760177349057,True,True,True,True,True,True,False,PROPAGATED,True,True,0.032000000000000015,1.5120000000000011,1.6760000000000013,True,"[(0.10200000000000008, 1.5200000000000011)]",-0.004847821809494418,0,0,,False,,1.7460000000000013,1.482000000000001,0.030000000000000027
T0774,C1,0.45,25,0.0,2024,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.8070332535192514,0.0885729280495303,True,True,True,True,True,True,False,CONTAINED,False,False,0.032000000000000015,1.5520000000000012,,True,"[(0.10200000000000008, 1.5600000000000012)]",0.000663253519245316,0,0,,False,,1.7860000000000014,1.5220000000000011,0.030000000000000027
T0775,C1,0.45,25,0.0,2025,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.8197783122067105,0.09528038963668592,True,True,True,True,True,True,False,PROPAGATED,True,True,0.032000000000000015,1.5920000000000012,1.7580000000000013,True,"[(0.10200000000000008, 1.6000000000000012)]",-0.004591687793295801,0,0,,False,,1.8260000000000014,1.5620000000000012,0.030000000000000027
T0776,C1,0.45,25,0.0,2026,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.7871573925470174,0.10559652662860619,True,True,True,True,True,True,False,PROPAGATED,True,True,0.032000000000000015,1.5320000000000011,1.7320000000000013,True,"[(0.1220000000000001, 1.5400000000000011)]",-0.0012126074529883735,0,0,,False,,1.7660000000000013,1.5020000000000011,0.030000000000000027
T0777,C1,0.45,25,0.0,2027,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.7803202184162308,0.09543530203540339,True,True,True,True,True,True,False,PROPAGATED,True,True,0.032000000000000015,1.5120000000000011,1.6560000000000012,True,"[(0.10200000000000008, 1.5200000000000011)]",-0.008049781583775034,0,0,,False,,1.7460000000000013,1.482000000000001,0.030000000000000027
T0778,C1,0.45,25,0.0,2028,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.7954700926092027,0.10370226895769075,True,True,True,True,True,True,False,PROPAGATED,True,True,0.032000000000000015,1.5520000000000012,1.7420000000000013,True,"[(0.1220000000000001, 1.5600000000000012)]",-0.0018999073908032849,0,0,,False,,1.7860000000000014,1.5220000000000011,0.030000000000000027
T0779,C1,0.45,25,0.0,2029,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.8119647070605372,0.0815364767823116,True,True,True,True,True,True,False,PROPAGATED,True,True,0.032000000000000015,1.5720000000000012,1.7480000000000013,True,"[(0.10200000000000008, 1.5800000000000012)]",-0.0034052929394689235,0,0,,False,,1.8060000000000014,1.5420000000000011,0.030000000000000027
T0780,C1,0.45,25,0.0,2030,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.7958523197198362,0.11224317685757487,True,True,True,True,True,True,False,PROPAGATED,True,True,0.032000000000000015,1.5720000000000012,1.7040000000000013,True,"[(0.1220000000000001, 1.5800000000000012)]",-0.010517680280169889,0,0,,False,,1.8060000000000014,1.5420000000000011,0.030000000000000027
T0781,C1,0.45,25,0.0,2031,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.7954243525546194,0.10119909925680591,True,True,True,True,True,True,False,PROPAGATED,True,True,0.032000000000000015,1.5520000000000012,1.7420000000000013,True,"[(0.1220000000000001, 1.5600000000000012)]",-0.001945647445386528,0,0,,False,,1.7860000000000014,1.5220000000000011,0.030000000000000027
T0782,C1,0.45,25,0.0,2032,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.8006693967560362,0.10449057070516544,True,True,True,True,True,True,False,CONTAINED,False,False,0.032000000000000015,1.5520000000000012,,True,"[(0.1220000000000001, 1.5600000000000012)]",0.003299396756030304,0,0,,False,,1.7860000000000014,1.5220000000000011,0.030000000000000027
T0783,C1,0.45,25,0.0,2033,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.7834350532004981,0.10716253948526198,True,True,True,True,True,True,False,PROPAGATED,True,True,0.032000000000000015,1.5320000000000011,1.6960000000000013,True,"[(0.1220000000000001, 1.5400000000000011)]",-0.004934946799507706,0,0,,False,,1.7660000000000013,1.5020000000000011,0.030000000000000027
T0784,C1,0.45,25,0.0,2034,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.7821556515010136,0.11161165316890741,True,True,True,True,True,True,False,CONTAINED,False,False,0.032000000000000015,1.5120000000000011,,True,"[(0.1220000000000001, 1.5200000000000011)]",0.0027856515010079297,0,0,,False,,1.7460000000000013,1.482000000000001,0.030000000000000027
T0785,C1,0.45,25,0.0,2035,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.786803986032521,0.11249397853681042,True,True,True,True,True,True,False,PROPAGATED,True,True,0.032000000000000015,1.5320000000000011,1.7260000000000013,True,"[(0.1220000000000001, 1.5400000000000011)]",-0.0015660139674848195,0,0,,False,,1.7660000000000013,1.5020000000000011,0.030000000000000027
T0786,C1,0.45,25,0.0,2036,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.8189342653395623,0.09613438368255466,True,True,True,True,True,True,False,PROPAGATED,True,True,0.032000000000000015,1.5920000000000012,1.7520000000000013,True,"[(0.10200000000000008, 1.6000000000000012)]",-0.00543573466044403,0,0,,False,,1.8260000000000014,1.5620000000000012,0.030000000000000027
T0787,C1,0.45,25,0.0,2037,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.8159728042300509,0.09244486982705116,True,True,True,True,True,True,False,PROPAGATED,True,True,0.032000000000000015,1.5920000000000012,1.7340000000000013,True,"[(0.10200000000000008, 1.6000000000000012)]",-0.008397195769955373,0,0,,False,,1.8260000000000014,1.5620000000000012,0.030000000000000027
T0788,C1,0.45,25,0.0,2038,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.8063500029495926,0.11939689460506749,True,True,True,True,True,True,False,CONTAINED,False,False,0.032000000000000015,1.5720000000000012,,True,"[(0.1220000000000001, 1.5800000000000012)]",-1.9997050413472772e-05,0,0,,False,,1.8060000000000014,1.5420000000000011,0.030000000000000027
T0789,C1,0.45,25,0.0,2039,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.8047207709297616,0.11654742399412817,True,True,True,True,True,True,False,PROPAGATED,True,True,0.032000000000000015,1.5720000000000012,1.7660000000000013,True,"[(0.1220000000000001, 1.5800000000000012)]",-0.001649229070244479,0,0,,False,,1.8060000000000014,1.5420000000000011,0.030000000000000027
T0790,C1,0.45,25,0.0,2040,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.8075192745553561,0.1065864587383118,True,True,True,True,True,True,False,PROPAGATED,True,True,0.032000000000000015,1.5920000000000012,1.7380000000000013,True,"[(0.1220000000000001, 1.6000000000000012)]",-0.00785072544465007,0,0,,False,,1.8260000000000014,1.5620000000000012,0.030000000000000027
T0791,C1,0.45,25,0.0,2041,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.8031992535154745,0.1137972150723407,True,True,True,True,True,True,False,PROPAGATED,True,True,0.032000000000000015,1.5720000000000012,1.7500000000000013,True,"[(0.1220000000000001, 1.5800000000000012)]",-0.003170746484531556,0,0,,False,,1.8060000000000014,1.5420000000000011,0.030000000000000027
T0792,C1,0.45,25,0.0,2042,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.8013387209429204,0.091730331449849,True,True,True,True,True,True,False,PROPAGATED,True,True,0.032000000000000015,1.5520000000000012,1.7160000000000013,True,"[(0.10200000000000008, 1.5600000000000012)]",-0.005031279057085697,0,0,,False,,1.7860000000000014,1.5220000000000011,0.030000000000000027
T0793,C1,0.45,25,0.0,2043,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.8135382964035414,0.0959499303061809,True,True,True,True,True,True,False,PROPAGATED,True,True,0.032000000000000015,1.5720000000000012,1.7640000000000013,True,"[(0.10200000000000008, 1.5800000000000012)]",-0.001831703596464812,0,0,,False,,1.8060000000000014,1.5420000000000011,0.030000000000000027
T0794,C1,0.45,25,0.0,2044,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.7981601245650586,0.11508817293127488,True,True,True,True,True,True,False,PROPAGATED,True,True,0.032000000000000015,1.5720000000000012,1.7160000000000013,True,"[(0.1220000000000001, 1.5800000000000012)]",-0.008209875434947472,0,0,,False,,1.8060000000000014,1.5420000000000011,0.030000000000000027
T0795,C1,0.45,25,0.0,2045,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.8166431408284712,0.09936367038267789,True,True,True,True,True,True,False,CONTAINED,False,False,0.032000000000000015,1.5720000000000012,,True,"[(0.10200000000000008, 1.5800000000000012)]",0.0012731408284650525,0,0,,False,,1.8060000000000014,1.5420000000000011,0.030000000000000027
T0796,C1,0.45,25,0.0,2046,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.7969185989000994,0.08144839043107538,True,True,True,True,True,True,False,CONTAINED,False,False,0.032000000000000015,1.5320000000000011,,True,"[(0.10200000000000008, 1.5400000000000011)]",-0.00045140109990651767,0,0,,False,,1.7660000000000013,1.5020000000000011,0.030000000000000027
T0797,C1,0.45,25,0.0,2047,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.7994740886644331,0.101324323110639,True,True,True,True,True,True,False,CONTAINED,False,False,0.032000000000000015,1.5520000000000012,,True,"[(0.1220000000000001, 1.5600000000000012)]",0.0021040886644272117,0,0,,False,,1.7860000000000014,1.5220000000000011,0.030000000000000027
T0798,C1,0.45,25,0.0,2048,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.8111374456800007,0.11535144758690304,True,True,True,True,True,True,False,PROPAGATED,True,True,0.032000000000000015,1.5920000000000012,1.7600000000000013,True,"[(0.1220000000000001, 1.6000000000000012)]",-0.004232554320005494,0,0,,False,,1.8260000000000014,1.5620000000000012,0.030000000000000027
T0799,C1,0.45,25,0.0,2049,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.794105495830023,0.0975304332757739,True,True,True,True,True,True,False,PROPAGATED,True,True,0.032000000000000015,1.5320000000000011,1.7080000000000013,True,"[(0.10200000000000008, 1.5400000000000011)]",-0.003264504169982946,0,0,,False,,1.7660000000000013,1.5020000000000011,0.030000000000000027
T0800,C1,0.45,50,0.0,2000,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.8030054527543055,0.10625698437171549,True,True,True,True,True,True,False,PROPAGATED,True,True,0.05200000000000003,1.5920000000000012,1.7140000000000013,True,"[(0.1220000000000001, 1.6000000000000012)]",-0.012364547245700713,0,0,,False,,1.8260000000000014,1.5420000000000011,0.050000000000000044
T0801,C1,0.45,50,0.0,2001,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.7969467920998143,0.08814898057116742,True,True,True,True,True,True,False,PROPAGATED,True,True,0.05200000000000003,1.5520000000000012,1.6880000000000013,True,"[(0.10200000000000008, 1.5600000000000012)]",-0.009423207900191716,0,0,,False,,1.7860000000000014,1.5020000000000011,0.050000000000000044
T0802,C1,0.45,50,0.0,2002,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.8155503742941208,0.11842844910122304,True,True,True,True,True,True,False,PROPAGATED,True,True,0.05200000000000003,1.6320000000000012,1.7320000000000013,True,"[(0.1220000000000001, 1.6400000000000012)]",-0.017819625705885606,0,0,,False,,1.8660000000000014,1.5820000000000012,0.050000000000000044
T0803,C1,0.45,50,0.0,2003,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.7917851899824734,0.11524635688352662,True,True,True,True,True,True,False,PROPAGATED,True,True,0.05200000000000003,1.5720000000000012,1.6860000000000013,True,"[(0.1220000000000001, 1.5800000000000012)]",-0.014584810017532673,0,0,,False,,1.8060000000000014,1.5220000000000011,0.050000000000000044
T0804,C1,0.45,50,0.0,2004,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.8056081206603932,0.09163625115989077,True,True,True,True,True,True,False,PROPAGATED,True,True,0.05200000000000003,1.5720000000000012,1.7080000000000013,True,"[(0.10200000000000008, 1.5800000000000012)]",-0.00976187933961295,0,0,,False,,1.8060000000000014,1.5220000000000011,0.050000000000000044
T0805,C1,0.45,50,0.0,2005,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.8087098800885579,0.09935483591218101,True,True,True,True,True,True,False,PROPAGATED,True,True,0.05200000000000003,1.5920000000000012,1.7000000000000013,True,"[(0.10200000000000008, 1.6000000000000012)]",-0.01566011991144836,0,0,,False,,1.8260000000000014,1.5420000000000011,0.050000000000000044
T0806,C1,0.45,50,0.0,2006,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.8148790546334592,0.10236286484297535,True,True,True,True,True,True,False,PROPAGATED,True,True,0.05200000000000003,1.6120000000000012,1.7480000000000013,True,"[(0.1220000000000001, 1.6200000000000012)]",-0.009490945366547071,0,0,,False,,1.8460000000000014,1.5620000000000012,0.050000000000000044
T0807,C1,0.45,50,0.0,2007,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.810394875271181,0.09929178544331645,True,True,True,True,True,True,False,PROPAGATED,True,True,0.05200000000000003,1.5920000000000012,1.7080000000000013,True,"[(0.10200000000000008, 1.6000000000000012)]",-0.013975124728825256,0,0,,False,,1.8260000000000014,1.5420000000000011,0.050000000000000044
T0808,C1,0.45,50,0.0,2008,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.8158063004135472,0.10743808115605875,True,True,True,True,True,True,False,PROPAGATED,True,True,0.05200000000000003,1.6320000000000012,1.7340000000000013,True,"[(0.1220000000000001, 1.6400000000000012)]",-0.01756369958645923,0,0,,False,,1.8660000000000014,1.5820000000000012,0.050000000000000044
T0809,C1,0.45,50,0.0,2009,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.7884783102283679,0.10405825161735721,True,True,True,True,True,True,False,PROPAGATED,True,True,0.05200000000000003,1.5720000000000012,1.6720000000000013,True,"[(0.1220000000000001, 1.5800000000000012)]",-0.01789168977163816,0,0,,False,,1.8060000000000014,1.5220000000000011,0.050000000000000044
T0810,C1,0.45,50,0.0,2010,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.7897396498151904,0.10337277553749558,True,True,True,True,True,True,False,PROPAGATED,True,True,0.05200000000000003,1.5520000000000012,1.6980000000000013,True,"[(0.1220000000000001, 1.5600000000000012)]",-0.007630350184815532,0,0,,False,,1.7860000000000014,1.5020000000000011,0.050000000000000044
T0811,C1,0.45,50,0.0,2011,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.8099000000367622,0.09007591927072212,True,True,True,True,True,True,False,PROPAGATED,True,True,0.05200000000000003,1.5920000000000012,1.7060000000000013,True,"[(0.10200000000000008, 1.6000000000000012)]",-0.014469999963244079,0,0,,False,,1.8260000000000014,1.5420000000000011,0.050000000000000044
T0812,C1,0.45,50,0.0,2012,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.789512751771736,0.08292894093741042,True,True,True,True,True,True,False,PROPAGATED,True,True,0.05200000000000003,1.5320000000000011,1.6780000000000013,True,"[(0.10200000000000008, 1.5400000000000011)]",-0.00785724822826997,0,0,,False,,1.7660000000000013,1.482000000000001,0.050000000000000044
T0813,C1,0.45,50,0.0,2013,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.7908453791260267,0.09047304222016159,True,True,True,True,True,True,False,PROPAGATED,True,True,0.05200000000000003,1.5520000000000012,1.6620000000000013,True,"[(0.10200000000000008, 1.5600000000000012)]",-0.01552462087397935,0,0,,False,,1.7860000000000014,1.5020000000000011,0.050000000000000044
T0814,C1,0.45,50,0.0,2014,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.8167433611245867,0.10857002910916988,True,True,True,True,True,True,False,PROPAGATED,True,True,0.05200000000000003,1.6320000000000012,1.7380000000000013,True,"[(0.1220000000000001, 1.6400000000000012)]",-0.016626638875419736,0,0,,False,,1.8660000000000014,1.5820000000000012,0.050000000000000044
T0815,C1,0.45,50,0.0,2015,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.8001628881859826,0.08889580491419458,True,True,True,True,True,True,False,PROPAGATED,True,True,0.05200000000000003,1.5520000000000012,1.7080000000000013,True,"[(0.10200000000000008, 1.5600000000000012)]",-0.006207111814023475,0,0,,False,,1.7860000000000014,1.5020000000000011,0.050000000000000044
T0816,C1,0.45,50,0.0,2016,False,False,False,0.45,0bf3f0351d8e1622160b94b835b555fc6ffc44b79a077c2a4b6276e96c8d55e9,0.8186875540037776,0.09358703521697766,True,True,True,True,True,True,False,PROPAGATED,True,True,0.05200000000000003,1.6120000000000012,1.7240000000000013,True,"[(0.10200000000000008, 1.6200000000000012)]",-0.014682445996228838,0,0,,False,,1.8460000000000014,1.5620000000000012,0.050000000000000044
