topic,covariate,coefficient,std_error,t_value,p_value,ci_lower,ci_upper,q_value,nominal,bh_retained
7,C8_std,0.0152632534675955,0.0293802159763947,0.519507871550658,0.603465525413752,-0.0423566393389832,0.0728831462741741,0.7890359633913469,False,False
7,C9_std,-0.006803279773537,0.0068916047534627,-0.987183684630003,0.323674944769802,-0.0203189573804979,0.0067123978334238,0.6255725695160218,False,False
7,C10_std,0.0102732584570224,0.0072432820840683,1.41831539042481,0.156258331252145,-0.0039321217072061,0.024478638621251,0.42615908523312274,False,False
8,C1_std,-0.0111754372728876,0.0204089669641559,-0.547574862192434,0.584046455950651,-0.0512010956857626,0.0288502211399874,0.788162376097711,False,False
8,C2_std,-0.0033229694183562,0.0042212523153369,-0.787199904228183,0.431260420016093,-0.0116016051545487,0.0049556663178362,0.7128504030820656,False,False
8,C3_std,-0.0001463259510508,0.0030831075823826,-0.047460540101486,0.962151034355179,-0.0061928549674055,0.0059002030653037,0.9868215736976195,False,False
8,C4_std,0.0079673819700472,0.014569960274723,0.546836217794611,0.584553762272469,-0.0206069331371035,0.036541697077198,0.788162376097711,False,False
8,C5_std,0.0046700069830822,0.0064749160767771,0.721245947855848,0.470844580092709,-0.0080284691130514,0.0173684830792159,0.7246456613518231,False,False
8,C6_std,-0.0038652963534843,0.0043944583052136,-0.87958425931555,0.379192836975857,-0.0124836202178435,0.0047530275108747,0.6597098492274103,False,False
8,C7_std,-0.0031419610555346,0.0047237073368807,-0.665147273414564,0.506034878451335,-0.0124060015452096,0.0061220794341404,0.7496813014093852,False,False
8,C8_std,0.0154966795873962,0.016216718760934,0.955598960298159,0.339393213836636,-0.0163072253747113,0.0473005845495037,0.6255725695160218,False,False
8,C9_std,0.0043245197558707,0.0038038936197138,1.13686663934522,0.255733579842901,-0.0031356004417355,0.0117846399534771,0.5480005282347878,False,False
8,C10_std,0.0005420275020953,0.0039980056156776,0.135574472424428,0.89217166591153,-0.0072987812652918,0.0083828362694826,0.9558982134766393,False,False
9,C1_std,0.0279894090587243,0.0345138013269827,0.810962802780068,0.417485896881041,-0.0396983688121423,0.0956771869295909,0.7056099665595059,False,False
9,C2_std,-0.0246383276708365,0.0071386005973982,-3.45142263314415,0.0005695123938894,-0.0386384085940516,-0.0106382467476214,0.006212862478793456,True,True
9,C3_std,0.0064991948524956,0.0052138730370309,1.24651958464194,0.212723266249951,-0.0037261488189806,0.0167245385239719,0.520954937754982,False,False
9,C4_std,0.0047919736708555,0.0246394006686862,0.194484181465727,0.845817018559249,-0.0435303268353322,0.0531142741770433,0.9311746993312833,False,False
9,C5_std,-0.0390142186771914,0.0109497931705832,-3.56300964496787,0.000375426090544,-0.0604887343597897,-0.0175397029945931,0.004505113086528001,True,True
9,C6_std,0.0217643364854446,0.0074315109212645,2.92865565509271,0.0034437689615961,0.0071898056849149,0.0363388672859744,0.02582826721197075,True,True
9,C7_std,-0.0075603974004398,0.0079883071415739,-0.946432988422908,0.344044927054313,-0.0232269058281971,0.0081061110273173,0.6255725695160218,False,False
9,C8_std,-0.0319413629052968,0.0274242498639655,-1.1647123645583,0.244277761896911,-0.0857252540357127,0.0218425282251191,0.5480005282347878,False,False
9,C9_std,0.0094839446114302,0.0064328012726149,1.47431021253591,0.140559338208717,-0.0031319367718754,0.0220998259947359,0.41394843695941147,False,False
9,C10_std,0.0014355066516254,0.006761065945474,0.212319575522901,0.831879892272236,-0.0118241608521609,0.0146951741554117,0.9311746993312833,False,False
10,C1_std,0.0194807396309461,0.0224049965662374,0.869481928879297,0.384690486676127,-0.0244594921738705,0.0634209714357627,0.6597098492274103,False,False
10,C2_std,-0.0040280750808638,0.0046340975413625,-0.869225355079492,0.384830745382656,-0.0131163746292087,0.0050602244674809,0.6597098492274103,False,False
10,C3_std,0.0008069591343481,0.0033846404336849,0.238417979740781,0.811581948820689,-0.005830930087924,0.0074448483566203,0.9311746993312833,False,False
10,C4_std,-0.0353586811707428,0.0159949256862783,-2.21061865895858,0.027177834212872,-0.066727609984371,-0.0039897523571145,0.1417973958932452,True,False
10,C5_std,0.003500208986991,0.007108173222175,0.492420327640802,0.622477609973776,-0.010440198375616,0.017440616349598,0.8031969160951948,False,False
10,C6_std,0.0029741539479826,0.0048242433539975,0.616501641758629,0.537635378322099,-0.006487055770609,0.0124353636665743,0.7634916719918056,False,False
10,C7_std,-0.0105150972018065,0.0051856934674155,-2.02771283491366,0.0427251647245905,-0.0206851756641408,-0.0003450187394722,0.18988962099818,True,False
10,C8_std,0.0139360278583567,0.0178027397855309,0.782802424022574,0.433838098937788,-0.0209783498620068,0.0488504055787201,0.7128504030820656,False,False
10,C9_std,0.0032149193888882,0.0041759204979704,0.769870832179586,0.441469671939135,-0.0049748124924284,0.011404651270205,0.7128504030820656,False,False
10,C10_std,-0.0088180701138695,0.0043890169575155,-2.00912190570826,0.0446616497380117,-0.0174257225157951,-0.000210417711944,0.19140707030576443,True,False
11,C1_std,-0.0249326226471694,0.0408926564142107,-0.609709048847826,0.54212552267504,-0.105130483719946,0.0552652384256072,0.7634916719918056,False,False
11,C2_std,0.0132469067084866,0.0084579597228968,1.56620593411262,0.117462500952026,-0.0033406749821051,0.0298344883990785,0.3809594625471113,False,False
11,C3_std,-0.0009536261338906,0.0061775032159073,-0.154370803310152,0.87733333171113,-0.0130688220670608,0.0111615697992795,0.9558982134766393,False,False
11,C4_std,0.0127221060928502,0.0291932649275856,0.435789080954378,0.663037952670992,-0.0445311420504927,0.0699753542361932,0.8375216244265162,False,False
11,C5_std,0.0670565038267013,0.0129735384894063,5.16871352264126,2.59793773414072e-07,0.0416130592420116,0.0924999484113909,6.2350505619377285e-06,True,True
11,C6_std,-0.0236537663515227,0.0088050058544012,-2.68639984375468,0.0072838934622425,-0.0409219679841969,-0.0063855647188484,0.04855928974828334,True,True
11,C7_std,-0.0200060347410432,0.009464709383263,-2.1137505580912,0.0346631243343384,-0.0385680337592667,-0.0014440357228196,0.15998365077386953,True,False
11,C8_std,0.0287907126055289,0.0324928111070705,0.886064074624309,0.375692143371051,-0.034933539608207,0.0925149648192648,0.6597098492274103,False,False
11,C9_std,0.0073503879162385,0.0076217142739443,0.964400875189804,0.334964441429352,-0.0075971659009248,0.0222979417334018,0.6255725695160218,False,False
11,C10_std,0.0008546644156796,0.0080106489598971,0.106691033392958,0.915045059686592,-0.014855660339974,0.0165649891713333,0.9632053259858864,False,False
12,C1_std,-0.0612863857297171,0.0232305797036965,-2.63817720054421,0.0084015251289183,-0.106845734695603,-0.0157270367638308,0.05306226397211558,True,False
12,C2_std,0.0005402991647919,0.0048048555584941,0.112448575865468,0.910479303677969,-0.0088828875964613,0.0099634859260452,0.9632053259858864,False,False
12,C3_std,0.0058067705573506,0.0035093582420609,1.65465311798447,0.0981556468255679,-0.0010757127399096,0.012689253854611,0.34191925013307667,False,False
12,C4_std,0.0004393212682539,0.01658430943791,0.0264901755420496,0.978869077388541,-0.0320854951882099,0.0329641377247177,0.9954600787002112,False,False
12,C5_std,0.0273643154052116,0.0073700964022575,3.71288432493633,0.0002106583793296,0.0129102295328197,0.0418184012776035,0.0028087783910613335,True,True
12,C6_std,0.0054803873692209,0.0050020078964863,1.0956374885115,0.273372608451148,-0.004329450619879,0.015290225358321,0.5755212809497854,False,False
12,C7_std,-0.003249487220543,0.0053767767853742,-0.604355983194649,0.545677228520421,-0.0137943144698417,0.0072953400287556,0.7634916719918056,False,False
12,C8_std,0.0630464705346736,0.0184587381796416,3.41553522895777,0.0006496001881839,0.0268455618650375,0.0992473792043097,0.006496001881838999,True,True
12,C9_std,-0.0026034404174186,0.0043297955292074,-0.601284841248654,0.547720102025754,-0.0110949489368856,0.0058880681020483,0.7634916719918056,False,False
12,C10_std,0.0027442767870233,0.0045507442034642,0.603039121586812,0.546552720017769,-0.0061805518597245,0.0116691054337713,0.7634916719918056,False,False
