"topic","covariate","coefficient","std_error","t_value","p_value","ci_lower","ci_upper"
5,"C1_std",-0.00341292225114388,0.0263279964170177,-0.129630914448844,0.896868281496832,-0.0550384263342857,0.0482125818319979
5,"C2_std",-0.0133211258411261,0.0067582424097675,-1.97109322711974,0.0488171164986849,-0.0265730902365177,-6.91614457345828e-05
5,"C3_std",-0.0227737742027732,0.00548132044297363,-4.1547970857946,3.35885471899104e-05,-0.0335218739224631,-0.0120256744830833
5,"C4_std",-0.00139656422068041,0.0232378883867833,-0.0600985854409522,0.95208164826464,-0.0469628003593349,0.0441696719179741
5,"C5_std",0.0514217876260384,0.0088259305922367,5.8262170870989,6.35487628063503e-09,0.034115377042796,0.0687281982092808
5,"C6_std",-0.0140277837188213,0.0063699981906012,-2.20216447463344,0.0277395381388423,-0.0265184557164035,-0.00153711172123904
5,"C7_std",0.0510383483675235,0.00745803861170279,6.84340092949326,9.57104211922732e-12,0.036414181883217,0.06566251485183
5,"C8_std",0.040333619936424,0.017085728612558,2.36066139472558,0.0183144217042457,0.00683090524899232,0.0738363346238558
5,"C9_std",-0.00221909846768748,0.00705481402479371,-0.314550952000803,0.753127387000468,-0.016052598156535,0.0116144012211601
5,"C10_std",0.00500909696099965,0.0072441834461803,0.691464676207343,0.489334142288701,-0.00919572957255595,0.0192139234945553
6,"C1_std",-0.0224435185186913,0.0208701655058953,-1.07538766342565,0.282299101157481,-0.0633669825557807,0.0184799455183981
6,"C2_std",0.00431614678450621,0.00535724919537137,0.805664740821714,0.420508470473207,-0.00618866664031199,0.0148209602093244
6,"C3_std",-0.00929527133719069,0.00434503495912679,-2.13928574214711,0.0325036560739368,-0.0178152747765258,-0.00077526789785555
6,"C4_std",0.00355400613866488,0.0184206412428032,0.192936070564504,0.847023820317518,-0.0325662847726383,0.039674297049968
6,"C5_std",0.0260370534122404,0.0069963026918548,3.72154472998332,0.000202125193699158,0.0123182862313172,0.0397558205931636
6,"C6_std",-0.00311395996972669,0.00504948855220026,-0.616688192781389,0.537493384805522,-0.0130152979880232,0.00678737804856985
6,"C7_std",0.015198384780318,0.00591197665444023,2.57077888981567,0.0102011323554826,0.00360582870127035,0.0267909408593657
6,"C8_std",0.0276493146392891,0.0135438328950247,2.04146897363493,0.0413030851245603,0.00109176011259749,0.0542068691659807
6,"C9_std",-0.00217267779448078,0.00559234109495651,-0.388509527153168,0.697670214723605,-0.0131384734235544,0.00879311783459287
6,"C10_std",-0.00581847225411905,0.00574245396733366,-1.01323794447771,0.311039021827834,-0.0170786181475687,0.00544167363933057
7,"C1_std",0.026300637768097,0.0232126663741552,1.13302958583767,0.257304327623193,-0.0192161415453857,0.0718174170815797
7,"C2_std",0.00815517422042731,0.00595855544222874,1.36864954929025,0.171224856432689,-0.00352871632103348,0.0198390647618881
7,"C3_std",-6.64728697043636e-06,0.00483272865573399,-0.0013754728320096,0.99890263533957,-0.00948294958500808,0.00946965501106721
7,"C4_std",-0.00368525634363888,0.0204882035768432,-0.179872106884185,0.857266725953432,-0.0438597466716945,0.0364892339844167
7,"C5_std",-0.0162110210000508,0.00778157893346627,-2.0832559996702,0.0373235304387053,-0.0314696046248681,-0.000952437375233565
7,"C6_std",-0.00865363732524285,0.00561625125058214,-1.54082090332869,0.123479774868525,-0.019666317412113,0.00235904276162727
7,"C7_std",-0.0240352879362433,0.00657554640151515,-3.65525333844576,0.000261919577504151,-0.0369290111130243,-0.0111415647594622
7,"C8_std",-0.0333099272432322,0.0150640144339397,-2.21122512789047,0.0271053222862146,-0.0628483443088463,-0.00377151017761817
7,"C9_std",-0.00432449879014684,0.00622003443389246,-0.695253191297945,0.486957601596292,-0.0165211129182405,0.00787211533794685
7,"C10_std",0.00226809138877476,0.0063869962159623,0.355110808286745,0.722534839732647,-0.0102559113497338,0.0147920941272833
8,"C1_std",0.0236847689561772,0.0186156774362349,1.27230228592571,0.203377363318556,-0.0128179605441049,0.0601874984564593
8,"C2_std",0.0150016818222501,0.00477853531819819,3.13938912727481,0.00171163977834861,0.00563164504946998,0.0243717185950301
8,"C3_std",0.00313908194813976,0.0038756649642007,0.809946674218564,0.418043547137833,-0.00446055283853563,0.0107387167348152
8,"C4_std",-0.0154651545496882,0.016430761674974,-0.941231749057835,0.346671900509673,-0.0476835710408199,0.0167532619414435
8,"C5_std",-0.0124271955662459,0.00624053096852734,-1.9913683032613,0.0465429102809107,-0.0246640005207026,-0.000190390611789161
8,"C6_std",-0.00214744615244618,0.00450402034804986,-0.476784291921765,0.633555044581717,-0.0109791976152543,0.00668430531036191
8,"C7_std",0.00319010602481823,0.00527333865074153,0.604949963600317,0.545264039680788,-0.00715017060442344,0.0135303826540599
8,"C8_std",-0.0259741736226899,0.0120807678479036,-2.15004327123108,0.0316420257338017,-0.0496628630307571,-0.00228548421462275
8,"C9_std",-0.00831482610112511,0.00498823154553824,-1.66688856064878,0.0956547347636489,-0.0180960477308648,0.00146639552861455
8,"C10_std",-0.00782219918368657,0.00512212855801811,-1.52713839472885,0.126845941582575,-0.0178659740535213,0.00222157568614816
9,"C1_std",-0.01871756650795,0.0194188278173984,-0.963887557166555,0.335190250329954,-0.0567951611299599,0.0193600281140598
9,"C2_std",-0.00930279364591799,0.00498469931493482,-1.86626977038426,0.0621140119673346,-0.0190770890674285,0.000471501775592542
9,"C3_std",0.00471745699919489,0.00404287573608488,1.16685678886665,0.243373198795116,-0.00321005463195898,0.0126449686303488
9,"C4_std",0.0230129154565752,0.0171396465676814,1.34267152859315,0.179493353901655,-0.0105955247698716,0.0566213556830221
9,"C5_std",0.00562219529760757,0.00650977095956196,0.863654855529031,0.387855680609306,-0.0071425514734744,0.0183869420686895
