"topic_1","topic_2","topic_3","topic_4","topic_5","topic_6","topic_7","topic_8","topic_9","topic_10","topic_11","topic_12","doc_id"
0.00508092797984393,0.00293424148119396,0.0048495169346841,0.00348976062205621,0.0101729194866362,0.00644429115653087,0.0049060439353172,0.807702362260171,0.00256395844981024,0.145473181564343,0.00335193869308696,0.00303085743632656,3896
0.00208555950419533,0.279323598567241,0.0102201347192056,0.114608127610172,0.00392314858640868,0.0195868615360667,0.458820755326436,0.077888172176469,0.00433083046399036,0.00188455195691577,0.0159636294951697,0.0113646300577297,977
0.0156651652473416,0.227568097405802,0.154867518453487,0.00257826355773645,0.00132788835090105,0.00149275463914339,0.187750386162685,0.00415578692195506,0.0136389149498493,0.0118370579663596,0.332348143770532,0.0467700225742077,5879
0.00438073406971434,0.00526486407907366,0.425933244528049,0.0088344169789329,0.0434662800639959,0.016161249121865,0.00224932642988595,0.00639400462825758,0.0564780573177572,0.0301751089443482,0.278523445767431,0.122139268070689,3291
0.00244098423628519,0.04235955562859,0.00942953873893402,0.0125393612380935,0.00324348245346667,0.00109131347025799,0.269758167699845,0.00628007154899456,0.10388231721937,0.00275652011555247,0.541453381344451,0.00476530630615968,1877
0.00147785969893331,0.000459955781492573,0.562148267604721,0.314296340596626,0.064011685031027,0.0265286902347182,0.000855209090829164,0.0023771033319707,0.00446756111859794,0.0114357533095874,0.0100452602000736,0.00189631400142363,1590
0.000806000365847609,0.000900008032209402,0.00234536391446247,0.82780204777778,0.109673380422824,0.00891085296845583,0.00256488527898244,0.000907067509834663,0.000752541080141051,0.00271158197063767,0.00134321940427783,0.041283051274547,2192
0.00105723495640369,0.000403034569739693,0.0302066040766682,0.00263314562158241,0.143433723330657,0.0201158488577815,0.000102104047558563,0.000627525227852627,0.00068449444115013,0.765349061937166,0.0340967520692,0.00129047086424084,4113
0.0106767081660377,0.00115681018795947,0.252681736268912,0.00974666325335249,0.11408369696667,0.00231461792154259,0.000601075710040613,0.0042421569694922,0.257857477842358,0.250668297118434,0.0100558101758845,0.0859149494193168,8181
0.00362679635539434,0.42618618485844,0.00184161641719752,0.1251030650233,0.000658265380678565,0.00267654521306921,0.284681391140779,0.107983178543882,0.0288062192931954,0.00127397626844036,0.0097559151257962,0.00740684637982822,6392
0.00578659054691571,0.4905223238067,0.0524895717918198,0.0181392711435381,0.0165663272372517,0.119661942356661,0.0108672539259498,0.0112353799681812,0.00631882409156681,0.111535332722811,0.0119763926017519,0.144900789806854,3785
0.00252831928120313,0.00204307763434206,0.00906159402020032,0.146924129601675,0.444207361784883,0.0139394632539089,0.00146632407012188,0.00141910110978408,0.230655013840947,0.118798909005795,0.023766976673572,0.00518972972356681,1427
0.042442679034775,0.750026316865204,0.00307876707634348,0.00852811029484434,0.000367021433221378,0.0387063458122471,0.0576159539631754,0.0145324201161341,0.0569533794598992,0.00517373234493551,0.00486687472281957,0.017708398876401,8515
