"doc_id","dominant_topic","max_prob"
516,7,0.369021992710885
517,5,0.617621142778441
518,5,0.887270902235176
519,4,0.564328480914982
524,6,0.474689768748263
527,5,0.433433951872794
528,6,0.842328146638233
532,6,0.324927050563483
540,5,0.648539478233301
544,5,0.652939010153747
545,4,0.522694283689325
551,6,0.448514095491757
552,4,0.518087731753769
553,11,0.595792805550392
557,5,0.561112033300213
559,5,0.760953858286191
560,5,0.319046516030963
563,10,0.782065678745553
570,3,0.404714816692323
572,6,0.477378063305232
573,5,0.637092712144009
575,12,0.354938279814704
581,5,0.322101693215323
582,2,0.760280647022879
583,7,0.713976901983379
585,6,0.50444565769296
587,6,0.626183653860052
590,9,0.688589339785942
591,4,0.619659095283179
599,6,0.387419228072452
603,5,0.38503789340186
607,9,0.539645642147241
629,7,0.547028886866478
632,7,0.381883483623325
636,5,0.679066775234663
639,3,0.345754756638879
643,4,0.735877135747198
644,5,0.661298721381308
648,10,0.699978976607279
649,2,0.707478486056606
650,3,0.356795676925421
656,5,0.302515644203137
657,4,0.75554049487733
661,2,0.811108993389848
663,5,0.60189470298556
669,5,0.835948393185401
672,5,0.319802792689665
688,7,0.435829405311598
690,2,0.867823461012421
696,5,0.530597488249658
700,7,0.48167817281041
703,12,0.377038992236505
705,5,0.495629670576437
709,5,0.580897029088577
713,4,0.326399901584897
714,9,0.318270232427854
715,3,0.721350652891359
720,5,0.473681835239816
725,5,0.797612769678441
731,5,0.592205697074912
735,5,0.86449048546873
737,5,0.472368251019018
739,10,0.787897476722244
741,1,0.352804465703909
745,2,0.355435053066045
747,6,0.683914598448595
755,7,0.396946505811113
757,5,0.407096133940416
758,3,0.314726994347378
759,6,0.723309236782802
768,5,0.916362542878357
769,2,0.668523311216336
773,7,0.326175801382071
774,4,0.425266681511121
781,6,0.387498377735611
782,5,0.609656266813429
784,2,0.934574394721401
785,2,0.717896302593585
786,11,0.48851918255754
787,10,0.751771871735234
794,5,0.807764426493316
808,2,0.480281442601478
810,6,0.451762177844026
811,5,0.634292177537418
816,5,0.823241248755361
819,8,0.952193208982667
826,5,0.861959486074922
827,5,0.848485354782251
839,5,0.42622400904543
841,2,0.344673761003878
843,5,0.597429139379736
845,12,0.485756024692302
859,6,0.557416393559541
860,3,0.554993261487366
861,6,0.784474307771795
865,5,0.374152548566438
867,3,0.359346675256023
869,10,0.66398444940749
870,3,0.397734206696762
873,5,0.544362582211975
876,5,0.666971171019743
880,2,0.617166755201255
884,8,0.607784454335223
886,4,0.451639466560867
887,11,0.2719867308591
890,2,0.622968319729785
891,6,0.442919270929798
899,5,0.338061332616502
900,5,0.349511463404005
901,10,0.542256832543717
904,11,0.636269764788098
905,5,0.311682847653888
906,2,0.479828400257666
913,5,0.60189470298556
914,4,0.779150305439369
921,4,0.211181920490062
922,5,0.78610928750746
931,4,0.605828432801211
933,4,0.619659095283179
934,10,0.297390917345394
936,5,0.728213424182743
937,5,0.625376496514648
938,5,0.493020225547232
939,5,0.720471566647815
941,4,0.807229894164221
950,6,0.60249766396236
952,5,0.61234839551369
953,5,0.36090910772094
955,5,0.384533240093193
957,5,0.46424519787135
961,7,0.861045024997278
962,4,0.557633766215748
965,6,0.937016963078762
967,5,0.566505392532223
976,5,0.745205188955996
979,5,0.8212805213857
981,8,0.812294167216872
985,5,0.412823980575772
993,12,0.319276351734844
994,2,0.445895633899252
996,5,0.976987705329971
1001,2,0.705377408772743
1004,3,0.5562580257236
1007,5,0.661462576228882
1011,4,0.692257631699634
1014,5,0.917907936909694
1022,7,0.623125899952064
1026,5,0.41293847108123
1031,4,0.622825791120021
1037,5,0.807430393730974
1039,10,0.425511689618452
1041,9,0.448013742921486
1042,4,0.332587847948074
1047,5,0.770638727259623
1063,4,0.434077424037199
1072,3,0.378792233101586
1076,2,0.216468803988253
1081,11,0.330100718805301
1083,4,0.480389329934266
1086,2,0.56169187495242
1088,7,0.561679147549907
1089,2,0.353062606467653
1092,2,0.381618808458739
1093,6,0.979537583262721
1094,6,0.879968308775861
1096,5,0.621797509440457
1108,5,0.861959486074922
1112,8,0.668598068759032
1113,8,0.393956930664172
1116,4,0.283029336942335
1122,5,0.732284774247019
1127,7,0.408603316935119
1128,5,0.440839848141994
1129,9,0.298404627242981
1130,3,0.86266264131819
1135,5,0.656549373074157
1136,10,0.487984185136609
1142,7,0.482405472923224
1144,5,0.447908979940654
1145,6,0.597868653330232
1146,4,0.349171422361916
1148,7,0.558446782386726
1153,5,0.460509524159982
1156,4,0.310721468685486
1162,7,0.610673675232826
