"topic","prevalence"
4,0.136099272149109
5,0.132266674174586
2,0.116758313986713
10,0.0882845887889739
7,0.0871276123322502
3,0.0869596646021861
11,0.0720961382298204
6,0.0698831744252301
9,0.0668686874942533
8,0.0608035276896714
12,0.0595275797682946
1,0.0233247663589116
